record_id,species,order_raw,order_cn,province_cn,province_en_raw,year,year_in_scope,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,order,province,iucn,discover_reason,discovery_method,paper_id,species_cn,english_name,naming_time,identity_source,identity_change_flag,duplicate_group_size,keep_record,coord_status,family,discovery_sites,habitat,altitude,migratory_status,china_red_list,endemic,source_title,source_journal,source_authors,doi,link
21,Aviceda leuphotes,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Ningxia,2002,TRUE,LC,NA,Field Observation and Photography,106.31,35.35,Accipitriformes,Ningxia,LC,Other,Field Observation and Photography,"New Bird Records in Ningxia Hui Autonomous Region: Black Baza, Mountain Bulbul and Grey-crowned Warbler",黑冠鹃隼,Black Baza,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Streamside, Liupanshan National Nature Reserve, Ningxia, China",NA,2002.4m,Full Migrant,NT,NO,"New Bird Records in Ningxia Hui Autonomous Region: Black Baza, Mountain Bulbul and Grey-crowned Warbler",Chinese Journal of Wildlife,Huang Jun; Jia Xu; Yang Jianxiang; Yang Shengwen; Guo Zhihong; Wang Shuanggui; Song Sen.,10.12375/ysdwxb.20240126,https://link.cnki.net/urlid/23.1587.s.20230905.1602
22,Aviceda leuphotes,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Shanxi,2018,TRUE,LC,NA,Field Observation and Photography,111.38,35.01,Accipitriformes,Shanxi,LC,Other,Field Observation and Photography,Black Baza Found in Southern Shanxi Province,黑冠鹃隼,Black Baza,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Mapai Gully-Mouth Woodland Transect, Breeding-Bird Monitoring Area, Taikuanhe Provincial Nature Reserve, Xia County, Shanxi Province, China",NA,86 m,Full Migrant,NT,NO,Black Baza Found in Southern Shanxi Province,Chinese Journal of Zoology,Jia Chenxi; Song Gang; Lei Fumin,10.13859/j.cjz.202302018,NA
23,Butastur indicus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Anhui,2011,TRUE,LC,Range Shift,Field Observation and Photography,116.82,31.47,Accipitriformes,Anhui,LC,Range shift or distribution change,Field Observation and Photography,A New Bird Record of Butastur indicus in Anhui Province,灰脸鵟鹰,Grey-Faced Buzzard,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Yaoluoping National Nature Reserve, Yuexi County, Anqing, Anhui Province, China; Dashushan Scenic Area, Hefei, Anhui Province, China; Shu Mountain Lake Science Island Bridge, Hefei, Anhui Province, China; Zipeng Mountain, Feixi County, Hefei, Anhui Province, China; Mazong Ridge, Jinzhai County, Lu'an, Anhui Province, China",NA,NA,Full Migrant,NT,NO,A New Bird Record of Butastur indicus in Anhui Province,Journal of Anhui Agricultural Sciences,Hou Yinxu; Yu Lei; Gao Houzhong; Shi Jie; Li Chunlin; Zhang Hongxuan,10.13989/j.cnki.0517-6611.2013.10.003,NA
24,Butastur indicus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Gansu,2022,TRUE,LC,Range Shift,Field Observation and Photography,105.5,32.98,Accipitriformes,Gansu,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record in Gansu Province: Grey-faced Buzzard,灰脸鵟鹰,Grey-Faced Buzzard,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Zhaoqianba Village, Yuhe Town, Wudu District, Longnan, Gansu Province, China",NA,861m,Full Migrant,NT,NO,New Bird Record in Gansu Province: Grey-faced Buzzard,Sichuan Journal of Zoology,Zhou Fudong; Han Xiaolin; Li Bin; Ma Xiaoqiang; Liu Jianping,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKWEUNxXAQ5xkA4rvn3t4-UqPuL4GGBjVXM_9vp3zuQAhGZeTZPZMLyBOxrsxettNjD3xKPm9CAU2I0WM_kwFBgyKqhliuZThCnWQ2iRujmee8EN-x8xfAeJ6XqAbFmARviXn5LaAsxM_Yp-nYPkvXkOAUJBSCb7R8rnlvpUX2k3g==&uniplatform=NZKPT&language=CHS
25,Circaetus gallicus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Guangxi,2015,TRUE,LC,NA,Field Observation and Photography,109.05,21.45,Accipitriformes,Guangxi,LC,Other,Field Observation and Photography,"Short-toed Snake Eagle Found in Beihai, Guangxi",短趾雕,Short-Toed Snake-Eagle,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Guantou Ridge, Beihai, Guangxi, China",Coastal/Marine Habitat,NA,Full Migrant,NT,NO,"Short-toed Snake Eagle Found in Beihai, Guangxi",Chinese Journal of Zoology,Sun Renjie; Wang Guangjun; Bo Biao,10.13859/j.cjz.202102018,NA
26,Circaetus gallicus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Hunan,2022,TRUE,LC,NA,Field Observation and Photography,110.87,29.97,Accipitriformes,Hunan,LC,Other,Field Observation and Photography,"Common Chaffinch, Northern Boobook and Short-toed Snake Eagle Found in Hunan Province",短趾雕,Short-Toed Snake-Eagle,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Shijia River, Hupingshan National Nature Reserve, Hunan Province, China",NA,616 m,Full Migrant,NT,NO,"Common Chaffinch, Northern Boobook and Short-toed Snake Eagle Found in Hunan Province",Chinese Journal of Zoology,Hu Ke; Shu Zhaoen; Luo Yao; Shang Yuanlingbo; Kang Zujie; He Chunrong; Yang Cuncun; Tang Jia; Zheng Ye; Liu Yang; Yang Daode; Xiao Rongbo,10.13859/j.cjz.202301014,NA
27,Circaetus gallicus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Jiangsu,2024,TRUE,LC,Range Shift,Field Observation and Photography,118.95,32.5,Accipitriformes,Jiangsu,LC,Range shift or distribution change,Field Observation and Photography,Circaetus gallicus—A New Bird Record in Jiangsu Province and Its Spatiotemporal Distribution Characteristics in China,短趾雕,Short-Toed Snake-Eagle,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Yeshan National Mine Park, Luhe District, Nanjing, Jiangsu Province, China",Forest,117m,Full Migrant,NT,NO,Circaetus gallicus—A New Bird Record in Jiangsu Province and Its Spatiotemporal Distribution Characteristics in China,Wetland Science & Management,Bian Jinming; Qiu Yongjun; Yang Qingqing; Wang Yuhan; Wang Ziwei; Yang Weixiang; Su Shengbo; Bao Haoran,10.3969/j.issn.1673-3290.2025.06.15,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_rp9ON5EyyxrHYrNKJOdEgC49kKqtH69vy7cTmQMrDNuw-s-i6mELKQfR73Ssvcggib85BAXkkQV1i80AAmz6Lufp_cfnOMt2K2OwUwH4zehEQAJqb5eRy8s8Bmikfc63PXwgE1bn8rrD7Qz2CiWhANVcm6fAj0clfXAmA0o6zSwfgJxnXGzBW5&uniplatform=NZKPT&language=CHS
28,Circus aeruginosus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Gansu,2023,TRUE,LC,Insufficient Survey Effort,Field Observation and Photography,103.47,37.89,Accipitriformes,Gansu,LC,Survey gap or under-sampling,Field Observation and Photography,"Three New Bird Records in Gansu Province: Glaucous Gull, Pallid Harrier and Yellow-browed Bunting",白头鹞,Western Marsh Harrier,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Baidunzi Salt Marsh National Wetland Park, Jingtai County, Baiyin, Gansu Province, China; North Side, Shiyang River National Wetland Park, Minqin County, Wuwei, Gansu Province, China",Wetland,1550m,Full Migrant,NT,NO,"Three New Bird Records in Gansu Province: Glaucous Gull, Pallid Harrier and Yellow-browed Bunting",Sichuan Journal of Zoology,Wang Kaitao; Yang Yuhan; Xiong Neng; Duan Zhuoling; Xiao Xia; Huang Jiaying; Wu Hao; Dou Zihan,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_oh3oTf3J_iFGUA5Hrd6i8nulKMwugj1VFqk4Kp2zLsRMBOtZpLftXUvs6YVA3mYlEudNQOP7tbIuiQRE845FOEDYNzqyg6DEWy7RMgnkOWm_G36zV2M1ofmCerMjA5GLezZfcZmRPQGZMWrtuUaW6E14-PRLmkrXDcYuUT8TVOZA==&uniplatform=NZKPT&language=CHS
29,Circus aeruginosus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Ningxia,2022,TRUE,LC,Insufficient Survey Effort,Rescue Record,106.26,37,Accipitriformes,Ningxia,LC,Survey gap or under-sampling,Rescue Record,New Distribution Record of Pallid Harrier in Ningxia Hui Autonomous Region,白头鹞,Western Marsh Harrier,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Gucheng Town, Pengyang County, Guyuan, Ningxia, China; Shaogang Town, Qingtongxia, Wuzhong, Ningxia, China",Wetland,NA,Full Migrant,NT,NO,New Distribution Record of Pallid Harrier in Ningxia Hui Autonomous Region,Sichuan Journal of Zoology,Xu Zhipeng; Han Xiaolin; Cao Ye; Liu Jianping,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_rpEULWucUhMkTJVmIZIgA-EYaUH0cefYggUAQd7VKpuKphegm-pPJVAuv2ODW76SUHdyjfdl03n6MarCU3L6snNpjEgwFH-mTub9jU-Px6E1M8oRNriClxaaaLGe4yj7hnALqsp2PFjCHgwtgiEnAw286UG4jrSsyVlvICF-p3ng==&uniplatform=NZKPT&language=CHS
30,Circus macrourus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Zhejiang,2021,TRUE,NT,Range Shift,Field Observation and Photography,120.63,27.86,Accipitriformes,Zhejiang,NT,Range shift or distribution change,Field Observation and Photography,Two New Bird Records in Zhejiang Province,草原鹞,Pallid Harrier,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Yongqiang Reclamation Area, Ouhai District, Wenzhou, Zhejiang Province, China",Coastal/Marine Habitat,115 m,Full Migrant,NT,NO,Two New Bird Records in Zhejiang Province,Journal of Zhejiang Forestry Science and Technology,Yan Zhiwen; Qian Cheng; Fang Minghe; Chen Guanghui; Fan Zhongyong,10.3969/j.issn.1001-3776.2023.02.017,NA
31,Circus spilonotus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Xinjiang,2015,TRUE,LC,Range Shift And Insufficient Survey Effort,Field Observation and Photography,86.82,47.78,Accipitriformes,Xinjiang,LC,Mixed: range change + survey/technology,Field Observation and Photography,Eastern Marsh Harrier Circus spilonotus，a new record of bird from Xinjiang,白腹鹞,Eastern Marsh-Harrier,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Tuokumute Wetland, Burqin County, Xinjiang, China",Wetland,472 m,Full Migrant,NT,NO,Eastern Marsh Harrier Circus spilonotus，a new record of bird from Xinjiang,Arid Land Geography,Wang Yinming; Liu Feng; Ma Ming; Zhang Guoqiang; Gou Jun; Wen Cuihua,10.13826/j.cnki.cn65-1103/x.2015.05.024,https://link.cnki.net/doi/10.13826/j.cnki.cn65-1103/x.2015.05.024
32,Clanga clanga,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Gansu,2014,TRUE,VU,NA,Field Observation and Photography,104.08,35.82,Accipitriformes,Gansu,VU,Other,Field Observation and Photography,"Greater Spotted Eagle Found in Yuzhong, Gansu",乌雕,Greater Spotted Eagle,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Maxianshan Area, Mapo Township, Yuzhong County, Gansu Province, China; Cuiying Mountain, Lanzhou University Yuzhong Campus, Yuzhong County, Gansu Province, China",Mountain Habitat,NA,Full Migrant,EN,NO,"Greater Spotted Eagle Found in Yuzhong, Gansu",Chinese Journal of Zoology,Gu Lei; Ma Tao; Zhou Minjun,10.13859/j.cjz.202302017,NA
33,Elanus caeruleus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Beijing,2013,TRUE,LC,Range Shift,Field Observation and Photography,116.17,39.99,Accipitriformes,Beijing,LC,Range shift or distribution change,Field Observation and Photography,Records of Crested Goshawk and Black-winged Kite in Beijing,黑翅鸢,Black-Winged Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Raptor Migration Monitoring Point, Baiwangshan Forest Park, Beijing, China",Mountain Habitat,NA,Not a Migrant,NT,NO,Records of Crested Goshawk and Black-winged Kite in Beijing,Chinese Journal of Zoology,Wen Cheng; Song Ye; Han Dong; Sun Xiao; Ye Hang,10.13859/j.cjz.2013.06.015,NA
34,Elanus caeruleus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Gansu,2022,TRUE,LC,Range Shift,Field Observation and Photography,106.71,35.55,Accipitriformes,Gansu,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record in Gansu Province: Black-winged Kite,黑翅鸢,Black-Winged Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Jinghewan Vicinity, Railway Station Area, Kongtong District, Pingliang, Gansu Province, China",Artificial Habitat,1338 m,Not a Migrant,NT,NO,New Bird Record in Gansu Province: Black-winged Kite,Sichuan Journal of Zoology,Zhang Yali; Li Jiahua; Duan Yicheng; Peng Liangfei; Xiong Neng; Bao Xinkang,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_r9U34pRd_RyhYnQc2EQj8rvbDp6OUr5V89B8Ph3LViRqfXQrGtq8CzUeck_h_mIVptzM3kFXpZKHT5S3ykojWYQ-2MKHr_d85ZDNDM6sp-EB0YvIcvx49AaTQdDH-0X8aL9mv6fcGTol071AfnYlnsCjEm4b064fQ6zqqGnDMdEw==&uniplatform=NZKPT&language=CHS
35,Elanus caeruleus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Henan,2013,TRUE,LC,Range Shift,Rescue Record,113.74,33.54,Accipitriformes,Henan,LC,Range shift or distribution change,Rescue Record,New Bird Record of Black-winged Kite in Henan Province,黑翅鸢,Black-Winged Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Farmland, Wuyang County, Luohe, Henan Province, China",Farmland/Tea Plantation,NA,Not a Migrant,NT,NO,New Bird Record of Black-winged Kite in Henan Province,Sichuan Journal of Zoology,Bo Yanzhen; Zhang Xiaofeng; Niu Hongxing,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJrCYGvanJk2mXDBokaMjsFRx2SmaxTNGEFWbB3qBMVFQebjt8GZZjZjG59NDiLHVZniVegOQfRekTvLjgEtvaumpAbqCMaeHL-J_Bz4lCPeKSwnAzVV5NhPEYkuQxNfFcYJx9uvyGtM-EG5bQtpd1m2d0oiSXBsfrlbpgMyeGHTA==&uniplatform=NZKPT&language=CHS
36,Elanus caeruleus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Liaoning,2019,TRUE,LC,Range Shift,Field Observation and Photography,121.14,38.73,Accipitriformes,Liaoning,LC,Range shift or distribution change,Field Observation and Photography,Three New Accipitridae Records in Liaoning Province,黑翅鸢,Black-Winged Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Birdwatching Platform, Lushun Laotieshan Chenjia Village, Liaoning Province, China",Forest,120 m,Not a Migrant,NT,NO,Three New Accipitridae Records in Liaoning Province,Sichuan Journal of Zoology,Wang Xiaoping; Liu Tao; Guan Xiangyu; Wu Yayong,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUI9N9zhxbjOLcncmCwaQd46BCykta9XSLOKuz6HJtvHCUfHwiU8ORj9oSCrJNBOkivJ9uM2IOCTTaM5ycn29Na39TwEy4yWsHQrR20fir-xa3o9CWoYyb8RfgePqtRD17QjnPDQX71hUkaJhEHFMt13qoSekD06HoG389mMKemWcg==&uniplatform=NZKPT&language=CHS
37,Elanus caeruleus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Inner Mongolia,2023,TRUE,LC,Range Shift,Field Observation and Photography,113.83,41.44,Accipitriformes,Inner Mongolia,LC,Range shift or distribution change,Field Observation and Photography,New Record Bird in Inner Mongolia：Elanus caeruleus,黑翅鸢,Black-Winged Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Power Line, East Side, Baiqidao Road, South Of Education Center, Chahannaoer National Wetland Park, Shangdu County, Ulanqab, Inner Mongolia, China",Artificial Habitat,NA,Not a Migrant,NT,NO,New Record Bird in Inner Mongolia：Elanus caeruleus,Journal of Inner Mongolia Normal University (Natural Science Edition),Zhao Geriletu; Bao Jincai; Wu Yuquan; Man Doubilige,10.3969/j.issn.1001-8735.2024.02.004,https://link.cnki.net/urlid/15.1049.n.20231115.1617.002
38,Elanus caeruleus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Shaanxi,2016,TRUE,LC,Range Shift,Field Observation and Photography,109.06,34.44,Accipitriformes,Shaanxi,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record in Shaanxi Province: Black-winged Kite,黑翅鸢,Black-Winged Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Wei River Section, Baqiao District, Xi'an, Shaanxi Province, China",Mixed Habitat,330 m,Not a Migrant,NT,NO,New Bird Record in Shaanxi Province: Black-winged Kite,Sichuan Journal of Zoology,Liao Xiaofeng; Liao Xiaoqing; Yu Xiaoping,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULnfy7DzPqEIjRllw-AJIm_WS-sX5wwOdHgXKiSULT1bM19GxRQ7ja0_dECteLo3jRq4lpNFiUNIHUZ0fxuCez5Z5YmKpCi3fPB7ZS0PcZeq76b-fJxwax-mBBQ8v7cyQpqHUwtsnGfnKhPWJ8qLX2e3_ldoUwJqawemaSMUG3GqQ==&uniplatform=NZKPT&language=CHS
39,Elanus caeruleus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Sichuan,2015,TRUE,LC,Range Shift,Field Observation and Photography,101.89,26.47,Accipitriformes,Sichuan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record in Sichuan Province: Black-winged Kite,黑翅鸢,Black-Winged Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Xinnong Village, Hongge Town, Yanbian County, Panzhihua, Sichuan Province, China",Farmland/Tea Plantation,1234 m,Not a Migrant,NT,NO,New Bird Record in Sichuan Province: Black-winged Kite,Sichuan Journal of Zoology,Wang Jiangping; Wang Ping; Liu Yang; Sun Zhiyu; Zhong Guanghui,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJGT9I48a1IbfkTatlKs-erFK5cXntzWsfVVMHxTv1hpuwxyoGcxCTpXhGYZ-7ns7cfhzlCdmd3Lmqm3EdmK2J63RVHWXub8FNeXhUbUPFJCiOwYWHTH7znnCO8LFepwVipVQCwfwkm4k54jxEx2gVeSYpa13tRgwGbCQ6wWaLMzA==&uniplatform=NZKPT&language=CHS
40,Elanus caeruleus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Tianjin,2004,TRUE,LC,Range Shift,Field Observation and Photography,117.11,39.17,Accipitriformes,Tianjin,LC,Range shift or distribution change,Field Observation and Photography,The New Record of Birds in Tianjin,黑翅鸢,Black-Winged Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Yihe Village, Xiqing District, Tianjin, China",NA,NA,Not a Migrant,NT,NO,The New Record of Birds in Tianjin,Journal of Tianjin Agricultural University,Wang Fengqin; Chen Jianzhong,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_o3a8_O7WY94BTtaz2Ni-dVxjdVjv6FWPjNbYexo3q6XI9Y8sXQKscfks2W0IsbdYST4Qm01JXQT4edTWJf8CUEzLxyOVfTmH4CnQhFE8hb1AIyr1sNVn9NL3lVhrgAbsGLEz9279nxdICOoMKDZNJrHX6gTKQzFqBcCvpn2_eAog==&uniplatform=NZKPT&language=CHS
41,Gypaetus barbatus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Shaanxi,2023,TRUE,NT,Range Shift,Rescue Record,109.94,36.87,Accipitriformes,Shaanxi,NT,Range shift or distribution change,Rescue Record,New Distribution Record of Bearded Vulture in Shaanxi Province,胡兀鹫,Bearded Vulture,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Village Roadside, Donggeda Village, Wen'anyi Town, Yanchuan County, Yan'an, Shaanxi Province, China",Artificial Habitat,951 m,Not a Migrant,NT,NO,New Distribution Record of Bearded Vulture in Shaanxi Province,Sichuan Journal of Zoology,Li Fangfang; Jiang Juanjuan; Lei Xiquan,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_oRnjhlbw7Q7KP-WR7OmoCTApLNcnys0VYwjUqLp9pTjAa59lFmg08hc2nlKo283cUu0_Qs2J1pd35aLsoEkEeG_xtiHaUpXgXNCAFvygjh2DmXa6N4JfuBefZqWQ8P6LYRyalf7i6jRVPw_iMBk3j9cqplmbok7P8-DUc_AGH5vA==&uniplatform=NZKPT&language=CHS
42,Gypaetus barbatus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Chongqing,2007,TRUE,NT,Range Shift,Field Observation and Photography,107.86,28.98,Accipitriformes,Chongqing,NT,Range shift or distribution change,Field Observation and Photography,A New Bird Record in Chongqing: Bearded Vulture,胡兀鹫,Bearded Vulture,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Dawuliu Group, Dawu Township, Pengshui County, Chongqing, China",Grassland/Shrubland,780 m,Not a Migrant,NT,NO,A New Bird Record in Chongqing: Bearded Vulture,Sichuan Journal of Zoology,Xu Zhiqing; Deng Heli; Yao Xun,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULkSsXT0fDYt9SZWGEFTrhUJYHDeDSUK0XsplP7MPokJaJPdenKQsOjBWR5ik41vnevbiWWBPHOlP_MBoC3bry4dkhAWOFP6kY2t4wbjjPNbvjM3iViKIZ7fxKIzqTj-zA0zT5_od892hhoW3mSjFpDUFsBI51Uhki9g_5bWLlIOQ==&uniplatform=NZKPT&language=CHS
43,Gyps himalayensis,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Guangxi,2013,TRUE,NT,Range Shift,Field Observation and Photography,109.08,21.44,Accipitriformes,Guangxi,NT,Range shift or distribution change,Field Observation and Photography,A New Record of Bird Species in Guangxi: Gyps himalayensis,高山兀鹫,Himalayan Griffon,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Guantou Ridge Seaside, Beihai, Guangxi, China",Coastal/Marine Habitat,NA,Full Migrant,NT,NO,A New Record of Bird Species in Guangxi: Gyps himalayensis,Guangxi Sciences,Zhao Dongdong; Su Yuanjiang; Wu Yinghuan; Yang Gang,10.13656/j.cnki.gxkx.2013.02.024,NA
44,Gyps himalayensis,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Liaoning,2002,TRUE,NT,Range Shift,Rescue Record,121.02,42.05,Accipitriformes,Liaoning,NT,Range shift or distribution change,Rescue Record,New Distribution Record of Himalayan Griffon in Northeast China,高山兀鹫,Himalayan Griffon,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Haoniu River Bank, Heichengzi Township, Beipiao, Liaoning Province, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,NT,NO,New Distribution Record of Himalayan Griffon in Northeast China,Journal of Liaoning University (Natural Sciences Edition),Wan Dongmei; Zhou Zheng; Liu Mingyu; Yan Zhanshan; Fan Lixin,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_p48CPBS42rQhJGqWiP_WP_9dmMrQFT0JKLrkDerZsqMei0SFr3f7nLqO9zLvSl3jrtkWUUazI-8aZ4fE9Oev-MEAf21wPRM9yX4ZgHCyxfBOkgQI-e2k3qZFKWizwELuq-7JJDQMXkzcJb2CErnMkDBYYFqwrEQ5XLK-zL_NatrA==&uniplatform=NZKPT&language=CHS
45,Gyps tenuirostris,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Yunnan,2020,TRUE,CR,NA,Field Observation and Photography,100.63,23.79,Accipitriformes,Yunnan,CR,Other,Field Observation and Photography,"Slender-billed Vulture Found in Jinggu, Yunnan",长嘴兀鹫,Slender-Billed Vulture,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Xiangshui Reservoir, Jinggu Town, Jinggu Dai And Yi Autonomous County, Pu'er, Yunnan Province, China",Rivers/Lakes/Water Bodies,NA,Not a Migrant,DD,NO,"Slender-billed Vulture Found in Jinggu, Yunnan",Chinese Journal of Zoology,Wu Heqi; Zhang Qi; Li Zongying; Liu Luming,10.13859/j.cjz.202106020,NA
46,Haliaeetus leucoryphus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Yunnan,2009,TRUE,EN,Range Shift,Field Observation and Photography; Vocalization Record,99.95,27.91,Accipitriformes,Yunnan,EN,Range shift or distribution change,Field Observation and Photography; Vocalization Record,New Bird Records in Yunnan Province: Pied Avocet and Pallas's Fish Eagle,玉带海雕,Pallas'S Fish-Eagle,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Shudu Lake, Shangri-La County, Yunnan Province, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,EN,NO,New Bird Records in Yunnan Province: Pied Avocet and Pallas's Fish Eagle,Sichuan Journal of Zoology,Liu Qiang; Wang Kai; Yang Xiaojun,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJwaOevPxvDVY--lKrLeTQofdjbFcxnM1YsJue2c7VEanHGtHHk53v7A0ASzpx29rFWWIJv2Yy4Vh2tEeAKRdDzNnGkbOENoYjuCl-npPLrDWNiaFzgpWX6KtCcwRejkHiucABfs14XaDsLLHOQy8kjUKODi_aiKTkuoOA1WCDnEA==&uniplatform=NZKPT&language=CHS
47,Haliaeetus pelagicus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Jiangsu,2024,TRUE,VU,Taxonomic Revision,Field Observation and Photography,120.96,32.76,Accipitriformes,Jiangsu,VU,Taxonomic revision,Field Observation and Photography,New Bird Records in Jiangsu Province: Anthus trivialis and Haliaeetus pelagicus,虎头海雕,Steller'S Sea-Eagle,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Southern Seawall Exterior, 720-Mu Waterbird Habitat, Tiaozini Scenic Area, Dongtai, Yancheng, Jiangsu Province, China",Coastal/Marine Habitat,NA,Full Migrant,EN,NO,New Bird Records in Jiangsu Province: Anthus trivialis and Haliaeetus pelagicus,Environmental Monitoring and Forewarning,Zhang Lin; Liang Jiashan,10.3969/j.issn.1674-6732.2024.05.029,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_oyAvACv7T7jRjlfMdJ3pp_sZYMb2qxlZDKr7cpMRWWxJ1E4mmCpgp9JIM3fcrwMrdZEnjIb6GyQn9C1tnO9ituUdn1XMDqYx5zLdzDt9a99Z9rVEGlI812Ovio-4SzsQUMt_faUJg1fmnQDbk0LDZjCFPbAq0Tg03QJvxhbnsP-7sFzKhokWQn&uniplatform=NZKPT&language=CHS
48,Haliastur indus,ACCIPITRIFORMES,ACCIPITRIFORMES,NA,Hunan,2022,TRUE,LC,Range Shift,Field Observation and Photography,110.76,27.25,Accipitriformes,Hunan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record in Hunan Province: Black Kite,栗鸢,Brahminy Kite,NA,raw_table,FALSE,1,TRUE,valid,Accipitridae,"Youpuchang, Sitang Village, Shizhu Township, Dongkou County, Shaoyang, Hunan Province, China",NA,355 m,Not a Migrant,VU,NO,New Bird Record in Hunan Province: Black Kite,Sichuan Journal of Zoology,Li Qi; Mi Xiaoqi; Guo Keji; Zhou Jian; Zhang Mengfei,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_pmtviCmBTI8_psU5nyauzTWAKTry-7om7kK2R8lI4lE4-L0nUPwUZP99qC7rgdy461Y1bN-JIgOA3iDRhThq_XivhjTXyGlhnk1QNuFg7fFg8IgaVOT68nTbmlWPC7KaotqvAWWvYV2c--0IicrOlpmpe8o0v-UKt3rHZ97_fUuQ==&uniplatform=NZKPT&language=CHS
